STRUC_Easting,STRUC_Northing,STRUC_Elevation,Leapfrog Dip,Leapfrog Dip Direction,Mute Flag
9209.994184,5945.772225,3815.142435,42.985,123.338,M
9250.828015,5926.403825,3912.419753,61.592,84.335,M
9250.519879,5926.1991,3911.654482,40.177,48.443,3
9249.577344,5925.572882,3909.313653,50.781,57.459,M
9248.997323,5925.187517,3907.873143,35.255,62.863,3
9247.946035,5924.489042,3905.262219,35.6,79.081,1
9241.473977,5920.21561,3889.296274,35.291,63.986,M
9241.235821,5920.059171,3888.712058,37.502,88.562,M
9240.063361,5919.289009,3885.835917,40.106,83.546,M
9238.194752,5918.061562,3881.252067,44.946,68.739,M
9237.388686,5917.532075,3879.274721,57.156,83.025,3
9236.126505,5916.720679,3876.223735,54.069,75.076,1
9233.80443,5915.229933,3870.61587,45.311,67.653,1
9232.485492,5914.38319,3867.430603,40.287,67.165,1
9231.408049,5913.691484,3864.828554,40.163,68.068,M
9230.869328,5913.345631,3863.527529,45.14,69.41,M
9228.502282,5911.860457,3857.88122,30.566,63.6,M
9226.064877,5910.349202,3852.103879,41.939,81.25,M
9224.005365,5909.07225,3847.22225,40.49,67.764,3
9222.833899,5908.345911,3844.445543,45.309,69.738,M
9221.757713,5907.669484,3841.894708,40.518,67.645,1
9219.794351,5906.433089,3837.24105,40.131,69.436,3
9217.868747,5905.220471,3832.676884,45.379,69.546,M
9216.96258,5904.649827,3830.529042,44.316,74.167,3
9214.810433,5903.294549,3825.427916,45.993,66.38,M
9212.64234,5901.940626,3820.333198,44.407,41.721,M
9211.09743,5900.979005,3816.715044,49.117,76.753,3
9269.19529,5936.918344,3951.346383,18.279,256.381,M
9263.55743,5930.064734,3926.2178,47.658,81.084,M
9259.042602,5924.451863,3906.438736,39.175,52.195,M
9258.249445,5923.472396,3903.013237,38.271,57.589,M
9258.129929,5923.324805,3902.497066,43.036,59.976,M
9254.457184,5918.929174,3886.970171,43.114,61.351,3
9252.511553,5916.667169,3878.904326,25.977,121.893,3
9252.047768,5916.12797,3876.981654,25.82,106.27,M
9251.406771,5915.375128,3874.30867,31.004,110.114,1
9251.081399,5914.991462,3872.948731,31.004,110.085,M
9250.879444,5914.753325,3872.104631,25.82,106.166,3
9250.845785,5914.713636,3871.963948,25.977,319.073,M
9250.195041,5913.946305,3869.24407,25.82,334.597,M
9248.455984,5911.89568,3861.975431,47.3,66.338,1
9240.923307,5903.27991,3831.664729,46,74.81,1
9239.029162,5901.241568,3824.377935,49.137,62.61,M
9191.087953,5839.944336,3962.415574,46.035,68.25,M
9188.312426,5837.986416,3960.209786,32.293,62.858,M
9180.793585,5832.747138,3954.125888,34.829,85.315,M
9175.922665,5829.361761,3950.169847,11.641,73.322,1
9174.440211,5828.331428,3948.965835,17.486,33.859,M
9170.9188,5825.957023,3946.053532,36.354,88.806,1
9169.106237,5824.748193,3944.544942,41.573,63.798,M
9247.913905,5874.630984,3995.970106,46.573,75.828,M
9245.264062,5869.198001,3983.899024,72.886,53.63,3
9242.76644,5864.205021,3972.715075,45.678,67.811,1
9232.007978,5843.46196,3926.149446,44.552,59.178,M
9229.413882,5838.508065,3915.194133,44.602,71.182,3
9228.865147,5837.45843,3912.87958,39.584,56.97,M
9227.321524,5834.538786,3906.425537,38.441,59.37,M
9225.188581,5830.642886,3897.745962,46.859,79.427,M
9224.094764,5828.644989,3893.294898,31.929,91.374,M
9221.682401,5824.238717,3883.508929,46.2,69.315,M
9217.177385,5816.222203,3865.579901,47.573,67.913,1
9213.864614,5810.540161,3852.713716,46.002,71.907,1
9246.927725,5877.128175,3995.745759,38.426,63.169,M
9243.896387,5874.0756,3984.115936,54.107,62.047,M
9233.795874,5863.744322,3945.639316,53.743,65.102,M
9229.009817,5858.861116,3927.591134,45.071,56.666,M
9228.586691,5858.43054,3926.001931,45.071,56.788,M
9228.300458,5858.139268,3924.926881,44.169,62.743,1
9224.802849,5854.73259,3912.073028,39.467,81.121,M
9223.040295,5853.030512,3905.622731,41.506,74.976,1
9237.710307,5806.445106,3925.842539,43.634,74.863,3
9236.965166,5803.481668,3922.271479,54.462,66.145,1
9236.296046,5800.83733,3919.077774,48.793,87.237,M
9101.38244,6159.760925,3984.020245,67.631,61.491,1
9098.810563,6160.566903,3980.86456,64.57,49.875,M
9095.030213,6161.751593,3976.226084,21.689,44.014,M
9093.619431,6162.169171,3974.458264,54.466,46.846,3
9089.758924,6163.30538,3969.611047,48.682,49.039,M
9087.27717,6164.0358,3966.494978,48.596,48.622,M
9081.979523,6165.58196,3959.834366,46.254,45.709,3
9076.26469,6167.059917,3952.518881,39.944,39.403,1
9074.045633,6167.633804,3949.678293,39.248,52.565,3
9071.343209,6168.332025,3946.212492,47.88,54.061,M
9069.082119,6168.912574,3943.277711,44.884,67.629,1
9128.285538,6155.227891,4017.648353,28.408,70.217,M
9094.494447,6184.148595,3975.979241,51.458,69.852,M
9093.405575,6185.085173,3974.587416,49.264,75.659,M
9091.500048,6186.724184,3972.151721,55.017,79.012,M
9089.588859,6188.356495,3969.716026,49.264,75.12,M
9088.621938,6189.159248,3968.498179,52.174,76.746,3
9105.136582,6189.918486,3988.777161,89.945,115.723,M
9092.622653,6206.439581,3972.749418,49.116,20.745,M
9090.830857,6208.805431,3970.424635,18.484,98.942,3
9087.532903,6213.150325,3966.085708,30.766,68.525,1
9374.19817,5987.919993,3921.22155,38.212,6.922,M
9374.126942,5987.769987,3918.426478,48.349,11.209,M
9373.63422,5986.729467,3900.563707,46.755,323.683,M
9373.439472,5986.317474,3893.879223,41.824,324.382,1
9373.14958,5985.702258,3884.403626,26.36,318.379,1
9372.446573,5984.22939,3862.765158,43.921,358.33,3
9372.078555,5983.474841,3852.098143,48.264,343.618,1
9371.655125,5982.581535,3839.536984,34.26,7.72,M
9371.313714,5981.866451,3829.468119,37.427,331.294,1
9371.207955,5981.656172,3826.477367,34.26,8.637,M
9370.954132,5981.151502,3819.299562,43.313,345.47,3
9370.770815,5980.787018,3814.115592,41.672,351.182,3
9370.442574,5980.181896,3805.944628,28.897,354.598,M
9369.593124,5978.659865,3786.221524,35.18,339.831,M
9369.312024,5978.142144,3779.748276,38.84,348.439,M
9369.119579,5977.787704,3775.31659,33.599,345.616,1
9368.957406,5977.489018,3771.582024,38.902,349.754,M
9368.882967,5977.364823,3770.038806,38.601,345.445,3
9368.634652,5976.959608,3765.011218,39.497,359.814,M
9367.869749,5975.710228,3749.58061,34.651,1.089,M
9367.6695,5975.380874,3745.649462,43.258,13.446,M
9366.982566,5974.251068,3732.16413,34.842,0.596,M
9366.611994,5973.614649,3725.001903,39.635,354.993,M
9366.537244,5973.485699,3723.559584,34.682,355.828,M
9366.292374,5973.063276,3718.834745,40.607,12.725,1
9365.477859,5971.658165,3703.118441,40.961,22.48,M
9374.322787,5990.390376,3910.446959,45.661,44.495,M
9372.902183,5992.737013,3866.332571,46.919,199.681,1
9372.732351,5992.948241,3862.141325,47.875,103.739,M
9372.534213,5993.194675,3857.251538,51.048,68.05,M
9370.262603,5995.368384,3809.054497,36.542,63.368,M
9370.091002,5995.483261,3805.861167,45.761,49.107,M
9369.940851,5995.583778,3803.067003,46.94,67.572,3
9369.779975,5995.691475,3800.073256,36.966,67.545,M
9369.458223,5995.906869,3794.085763,47.167,67.646,M
9369.29444,5996.015753,3791.042115,42.268,68.3,1
9369.088058,5996.099976,3787.49912,42.399,69.068,3
9368.971786,5996.147425,3785.503066,37.173,63.757,3
9368.416588,5996.373997,3775.971911,47.862,73.797,M
9367.661669,5996.661206,3763.748618,38.218,78.141,1
9367.482712,5996.726341,3760.955102,48.236,76.975,3
9367.096035,5996.86708,3754.919112,38.306,76.171,M
9366.709446,5996.984472,3749.033033,38.1,68.153,M
9366.524951,5997.022343,3746.33961,38.308,71.665,M
9366.299456,5997.068631,3743.047649,63.472,73.412,M
9363.485164,5997.008311,3710.224192,36.401,74.99,3
9363.300928,5996.938694,3708.686755,40.79,47.848,M
9362.433237,5996.610821,3701.445926,47.078,82.46,1
9361.702237,5996.334599,3695.345775,42.731,79.542,M
9361.339708,5996.197611,3692.320497,47.623,87.425,M
9358.767385,5994.883906,3674.858474,44.637,72.843,M
9381.140453,5926.385166,3934.53707,37.716,52.3,1
9379.575538,5926.216583,3931.355166,35.218,59.779,1
9370.202484,5925.10847,3912.48384,34.687,71.794,1
9364.509444,5924.409453,3900.929158,52.785,59.103,M
9363.362009,5924.268565,3898.600307,56.468,82.863,3
9362.214575,5924.127678,3896.271457,52.753,44.213,M
9343.593476,5921.816263,3858.696318,35.752,36.351,3
9337.645025,5921.012001,3846.604209,34.297,107.87,M
9335.312652,5920.696652,3841.855465,41.877,59.19,3
9332.853826,5920.364205,3836.835141,44.099,65.926,3
9329.121679,5919.859599,3829.215006,37.549,63.285,3
9327.125647,5919.589299,3825.135145,46.012,86.982,M
9325.05527,5919.305693,3820.869514,45.42,72.771,M
9323.878425,5919.144485,3818.44484,43.249,63.495,1
9320.674789,5918.705641,3811.844337,45.374,72.793,1
9318.90952,5918.46383,3808.207325,34.057,56.554,1
9316.48943,5918.139991,3803.223272,46.1,82.349,1
9314.200039,5917.834521,3798.508628,49.241,66.201,3
9312.521152,5917.61051,3795.051221,41.656,59.184,1
9309.337808,5917.185761,3788.49562,37.417,63.355,M
9306.612342,5916.822106,3782.882948,48.579,63.54,1
9302.404222,5916.260623,3774.216982,46.021,56.134,1
9299.587073,5915.921992,3768.424704,41.655,60.074,1
9295.345434,5915.453711,3759.713836,44.557,69.437,M
9388.559976,5886.048519,3934.683043,45.966,88.937,3
9378.361848,5884.839694,3913.657105,61.122,82.893,M
9375.997041,5884.536755,3908.81191,35.092,114.038,1
9374.748949,5884.376871,3906.254723,9.92,125.425,1
9368.177709,5883.457754,3892.746716,61.12,81.302,3
9354.659603,5881.395977,3865.093294,77.648,93.33,3
9350.213519,5880.681339,3855.941419,69.963,65.68,M
9343.618215,5879.550806,3842.237925,51.171,80.128,3
9342.505548,5879.354612,3839.951885,63.807,101.076,M
9342.112842,5879.285368,3839.145047,51.226,80.074,M
9341.152894,5879.116103,3837.172777,50.427,90.847,M
9341.000175,5879.089175,3836.859007,61.014,73.496,M
9338.796659,5878.700635,3832.33175,46.24,106.617,M
9336.134985,5878.23131,3826.863183,46.252,84.671,1
9334.662717,5877.969845,3823.865434,46.485,79.938,M
9331.621058,5877.428043,3817.69577,44.705,54.722,M
9329.152464,5876.988319,3812.688506,37.6,40.776,M
9324.619106,5876.176729,3803.531424,46.337,86.853,M
9318.739396,5875.118802,3791.704662,55.341,94.686,1
9315.588759,5874.551913,3785.367303,60.781,92.79,M
9313.769377,5874.224554,3781.707701,51.589,85.174,1
9388.090006,5890.182835,3894.492843,35.715,206.055,M
9385.40125,5892.118226,3869.410714,43.078,188.274,3
9384.938182,5892.459629,3865.098926,44.2,179.268,M
9381.269204,5894.863559,3832.19057,51.003,155.364,1
9380.802537,5895.112736,3828.225708,41.424,148.702,M
9380.365036,5895.34634,3824.50865,52.369,131.599,1
9379.1342,5896.003545,3814.051326,40.469,155.702,M
9377.170565,5896.652627,3799.800887,46.636,142.204,1
9376.91629,5896.734265,3797.970264,41.696,141.097,1
9376.068124,5897.00394,3791.885012,35.929,147.744,M
9393.251469,5845.556223,3941.535239,43.25,111.64,M
9367.566952,5848.95815,3932.31869,58.107,115.849,3
9361.804922,5849.767951,3930.177841,41.16,141.664,1
9356.042892,5850.577751,3928.036993,62.424,129.936,M
9349.785479,5851.443507,3925.658755,54.942,121.156,1
9312.445294,5856.957413,3910.847147,28.162,67.619,1
9282.737376,5861.080619,3898.332167,38.729,124.92,M
9279.275894,5861.544091,3896.834575,40.806,127.882,M
9276.918449,5861.86283,3895.785357,43.112,130.315,M
9273.563623,5862.31642,3894.292239,43.357,117.68,3
9269.302088,5862.892602,3892.395576,49.873,127.753,1
9260.421279,5864.092055,3888.429375,42.491,130.727,1
9259.250593,5864.248257,3887.886148,47.233,126.43,1
9254.477798,5864.885084,3885.671452,47.043,126.503,1
9251.866268,5865.233537,3884.459638,44.692,115.088,M
9241.256543,5866.679212,3879.502254,36.626,136.323,M
9236.525386,5867.386288,3877.220545,38.637,118.201,3
9231.526427,5868.133388,3874.809683,40.036,121.256,1
9216.682367,5870.255196,3867.460143,43.253,134.2,3
9208.793042,5871.34993,3863.488983,44.124,118.682,3
9202.282093,5872.345076,3860.116268,38.75,122.198,1
9201.403147,5872.481144,3859.65917,28.809,110.633,M
9317.711032,5855.612156,3873.459288,50.858,64.623,M
9316.189616,5855.812454,3872.100007,47.838,70.474,M
9312.003155,5856.363612,3868.271199,52.604,65.362,3
9308.33082,5856.847084,3864.912597,44.854,55.728,1
9306.384483,5857.103324,3863.132537,46.274,63.106,1
9304.915549,5857.296713,3861.789096,34.203,74.477,M
9302.712149,5857.586796,3859.773934,48.01,77.202,M
9298.670928,5858.118833,3856.007281,48.086,63.493,1
9295.979353,5858.473186,3853.493348,45.184,74.04,1
9292.924052,5858.875424,3850.639695,44.983,91.179,M
9291.905618,5859.009503,3849.688477,53.339,72.651,M
9290.523458,5859.191468,3848.397539,45.686,62.683,3
9288.122864,5859.507512,3846.155382,44.962,69.58,1
9286.035601,5859.779246,3844.160575,49.585,63.867,M
9284.096622,5860.031075,3842.298602,41.348,69.441,1
9281.22406,5860.404156,3839.540124,43.903,76.493,3
9271.863695,5861.628021,3830.529755,47.1,62.96,1
9261.990672,5862.962906,3820.908737,38.886,69.518,M
9260.778821,5863.126755,3819.727818,57.399,66.294,M
9259.602612,5863.285784,3818.581631,43.868,69.182,M
9257.348858,5863.587323,3816.330131,50.944,78.857,M
9256.155258,5863.746583,3815.130149,49.169,74.989,M
9254.505282,5863.966737,3813.471351,43.582,68.983,1
9242.032477,5865.614645,3800.879757,62.199,66.568,1
9365.423069,5845.185622,3912.845378,28.68,117.327,3
9362.180846,5845.247876,3909.945962,54.606,108.658,3
9348.437378,5845.607762,3897.567046,45.01,132.907,3
9333.970025,5845.866776,3884.495023,67.471,94.724,1
9319.420033,5846.142912,3871.142846,43.568,118.97,M
9316.306558,5846.207784,3868.250781,43.687,111.838,3
9314.630362,5846.245822,3866.676322,36.467,107.502,M
9313.93802,5846.261534,3866.026002,36.437,107.525,M
9311.860994,5846.308668,3864.075043,31.83,91.29,M
9308.217089,5846.39136,3860.652308,31.683,91.416,M
9292.443894,5846.865729,3845.612201,41.48,112.59,3
9290.460145,5846.931537,3843.708808,56.677,113.595,M
9287.197395,5847.033036,3840.539252,35.649,118.486,M
9286.197574,5847.06271,3839.559723,45.731,119.816,M
9284.483594,5847.113579,3837.880531,54.513,122.472,M
9282.412535,5847.175047,3835.851507,42.351,112.864,1
9279.520194,5847.26089,3833.017871,30.791,135.402,M
9273.532869,5847.441501,3827.129017,38.334,111.749,M
9267.185344,5847.64098,3820.822541,47.083,112.355,M
9266.511585,5847.662154,3820.153139,59.55,109.248,3
9263.958391,5847.742391,3817.616455,42.074,127.508,M
9263.60378,5847.753535,3817.264138,48.233,125.473,3
9331.841604,5998.32097,3838.580618,36.423,78.002,1
9331.606996,5998.341083,3836.634814,35.612,65.07,M
9331.514829,5998.348984,3835.87039,53.507,38.899,1
9331.206009,5998.375459,3833.309077,50.614,67.054,1
9330.848123,5998.405134,3830.280375,40.672,72.148,M
9330.470974,5998.424239,3826.358514,45.584,75.647,M
9330.385781,5998.428555,3825.472611,45.136,66.51,1
9329.709976,5998.46279,3818.445114,45.542,78.748,1
9329.277308,5998.484708,3813.945923,41.146,86.628,M
9329.127023,5998.492321,3812.383151,40.321,60.036,M
9328.743204,5998.493774,3809.005442,40.889,63.83,M
9328.270932,5998.478932,3805.416412,36.938,80.758,M
9327.492075,5998.454455,3799.497486,42.413,75.501,3
9327.115041,5998.442607,3796.632211,47.833,79.589,M
9327.001539,5998.43904,3795.769654,47.792,75.281,M
9326.663643,5998.428421,3793.201811,42.881,71.533,3
9326.355753,5998.418745,3790.862002,43.548,88.312,3
9325.316247,5998.3897,3784.709277,38.222,64.536,M
9324.631095,5998.370562,3780.656834,39.573,84.426,1
9324.281017,5998.360783,3778.586242,33.938,69.362,1
9323.669214,5998.343694,3774.967636,33.954,68.798,M
9323.167436,5998.329678,3771.999788,43.583,62.398,M
9322.901524,5998.31587,3770.432259,43.911,66.276,M
9322.478358,5998.281079,3767.948287,39.548,94.181,M
9322.226474,5998.260371,3766.469732,39.556,78.276,M
9321.882232,5998.232069,3764.449039,39.653,89.712,M
9321.549745,5998.204733,3762.497347,44.424,97.736,M
9320.998958,5998.15945,3759.264239,39.604,92.88,3
9320.122401,5998.087384,3754.118867,43.699,108.945,M
9319.380812,5998.014567,3749.792603,44.065,104.29,3
9319.126602,5997.982904,3748.32479,39.367,99.355,3
9318.247956,5997.873463,3743.251477,49.382,99.938,M
9317.632052,5997.796748,3739.695233,39.672,94.185,3
9317.084391,5997.728533,3736.533032,49.965,85.994,M
9316.739757,5997.685607,3734.543111,50.004,85.561,M
9316.487254,5997.654156,3733.085149,50.034,85.246,M
9315.866166,5997.548027,3729.561127,48.996,55.097,1
9315.603162,5997.495474,3728.085299,43.669,51.537,3
9315.303337,5997.435563,3726.402856,29.55,62.596,3
9314.579199,5997.290866,3722.33941,40.26,74.93,M
9314.317948,5997.238663,3720.873422,45.357,74.357,3
9311.116617,5996.442664,3704.087846,41.805,81.267,3
9284.862752,6035.238692,3862.19482,61.312,47.52,3
9283.719637,6035.769308,3861.129815,51.423,61.676,1
9281.429961,6036.799516,3858.988657,46.14,73.327,M
9280.178494,6037.338483,3857.8125,53.369,75.481,M
9277.745086,6038.386474,3855.525527,46.928,66.019,3
9273.955922,6040.018346,3851.964385,49.554,66.473,1
9272.461115,6040.662112,3850.559531,43.322,64.376,3
9270.479626,6041.515476,3848.697282,54.745,68.54,M
9268.371087,6042.398585,3846.678368,37.537,71.193,M
9265.26697,6043.684353,3843.684831,38.33,54.462,M
9338.222877,6003.600007,3909.418369,53.814,160.488,3
9321.922754,6008.949292,3894.099111,52.47,167.316,1
9297.793385,6016.501773,3871.069936,72.155,126.644,M
9295.678199,6017.14845,3869.043165,47.912,140.979,3
9293.788106,6017.719535,3867.201684,35.263,140.934,M
9289.501082,6019.005704,3862.983901,41.345,142.17,1
9286.085404,6020.030457,3859.623391,29.221,129.248,1
9278.274157,6022.3687,3851.872574,36.261,150.457,3
9273.965659,6023.653119,3847.53096,34.226,132.052,1
9252.82238,6029.646601,3825.882128,41.899,141.602,M
9249.971177,6030.399922,3822.891618,43.884,141.044,1
9244.50637,6031.843786,3817.159809,49.615,145.438,M
9236.197308,6033.954567,3808.410136,39.321,133.152,3
9234.74043,6034.307023,3806.868778,39.284,133.048,3
9229.62442,6035.544716,3801.456103,45.436,139.45,M
9224.959448,6036.684249,3796.501411,44.19,132.74,3
9220.014332,6037.917205,3791.20536,53.578,142.235,1
9214.968296,6039.175323,3785.801227,43.122,140.459,M
9213.420845,6039.561146,3784.143959,37.023,149.703,3
9210.199514,6040.333427,3780.670288,51.227,143.467,M
9207.750929,6040.916762,3778.02706,51.185,143.385,M
9206.476323,6041.220416,3776.651134,51.163,143.343,1
9197.70636,6043.28646,3767.141797,46.388,145.955,3
9295.464102,5938.205158,3872.960018,35.135,81.056,3
9288.208636,5939.289495,3867.082737,42.499,58.776,M
9287.205221,5939.439456,3866.269922,42.888,66.164,1
9282.577,5940.136072,3862.515751,46.979,66.065,M
9276.269556,5941.180262,3857.301509,44.701,59.231,3
9270.229701,5942.180154,3852.308478,54.941,68.316,M
9267.097934,5942.698614,3849.713651,34.614,60.908,M
9265.463575,5942.969181,3848.343189,36.922,77.933,3
9263.031041,5943.371884,3846.303433,46.512,73.105,1
9259.572282,5943.944478,3843.403154,44.719,73.259,3
9255.961489,5944.542241,3840.37539,49.184,59.72,M
9253.376921,5944.970113,3838.208148,47.877,72.907,M
9248.1739,5945.823912,3833.757474,40.904,73.99,3
9241.588269,5946.902351,3828.098064,45.841,65.688,3
9239.894821,5947.179664,3826.642787,41.611,65.855,M
9238.690591,5947.376864,3825.607923,41.604,65.85,M
9236.20854,5947.783315,3823.471521,41.591,65.839,3
9232.187863,5948.441726,3820.00408,43.676,65.614,3
9229.294478,5948.915536,3817.508818,45.775,65.646,3
9227.415657,5949.223205,3815.888519,49.136,72.853,M
9224.296814,5949.733935,3813.198821,42.331,73.206,3
9220.990089,5950.275432,3810.347093,47.433,72.648,1
9218.397316,5950.700015,3808.11108,55.989,68.776,3
9214.827556,5951.284586,3805.03251,45.724,72.628,M
9209.761293,5952.141651,3800.655443,42.27,73.977,M
9375.094019,5922.83425,3826.781049,56.174,88.848,M
9374.637474,5922.656251,3822.609732,36.578,78.747,M
9374.354851,5922.546061,3820.027488,41.414,86.932,M
9374.050488,5922.427395,3817.24661,35.414,104.228,M
9373.800476,5922.329919,3814.962318,36.986,73.225,M
9373.691775,5922.287538,3813.969147,41.956,77.684,1
9373.477059,5922.205144,3812.083159,39.919,56.512,M
9373.29355,5922.136898,3810.595991,22.816,249.268,M
9373.183444,5922.09595,3809.703691,37.129,77.578,M
9373.078231,5922.056822,3808.851048,47.038,82.485,M
9372.755254,5921.936707,3806.233634,37.153,81.829,M
9372.535042,5921.854811,3804.449033,37.339,61.301,1
9372.473873,5921.832063,3803.953311,32.451,70.339,M
9370.444754,5921.05359,3788.304513,28.429,75.395,M
9370.201243,5920.954215,3786.624981,31.593,73.304,M
9369.835976,5920.805153,3784.105683,35.81,70.215,3
9369.714221,5920.755465,3783.265918,38.852,63.839,1
9369.055309,5920.486568,3778.721302,43.796,80.368,M
9367.904998,5920.022542,3770.970039,38.836,84.903,M
9367.718672,5919.949522,3769.786844,39.312,73.866,1
9367.462475,5919.849119,3768.159951,34.318,75.89,3
9367.16746,5919.733504,3766.286558,34.182,81.189,M
9366.763756,5919.575294,3763.722969,34.53,73.795,M
9366.484268,5919.465764,3761.948176,34.25,83.372,M
9365.544878,5919.097621,3755.9829,35.076,67.269,M
9365.011476,5918.884862,3752.682639,40.275,70.844,M
9364.863413,5918.822317,3751.847974,40.32,63.827,M
9356.126069,5915.08666,3709.620352,44.175,59.543,M
9354.895779,5914.556814,3704.440762,34.326,60.654,M
9354.42436,5914.353789,3702.456059,44.351,73.835,M
9354.36687,5914.32903,3702.214022,49.473,62.929,1
9354.148408,5914.234945,3701.294282,38.707,82.655,1
9386.633815,5843.699996,3914.785576,42.508,65.987,M
9332.345556,5837.310065,3802.942814,34.777,72.466,1
9331.56044,5837.206703,3801.326365,37.279,69.598,1
9330.382767,5837.051659,3798.90169,35.034,80.327,M
9320.495626,5835.800538,3778.506423,40.405,57.165,1
9319.995256,5835.739101,3777.47281,34.175,62.848,M
9317.928514,5835.485337,3773.203539,37.594,72.659,1
9315.950451,5835.261152,3769.056628,37.737,100.82,M
9315.070196,5835.162415,3767.207871,42.67,84.346,3
9282.327989,5775.482236,3886.668076,34.659,67.435,3
9281.847922,5775.364321,3886.426972,34.644,85.01,M
9278.225596,5774.474592,3884.607732,33.831,76.284,1
9275.170622,5773.724218,3883.073433,35.484,90.069,3
9266.298504,5771.588888,3878.516617,47.14,82.405,M
9264.820441,5771.234036,3877.755426,48.564,79.26,M
9261.081812,5770.336471,3875.830062,34.421,104.017,M
9259.734166,5770.01293,3875.136036,32.963,91.217,M
9258.125686,5769.626768,3874.307681,48.748,108.734,M
9400.700356,5804.534192,3937.872696,29.876,49.16,M
9386.903776,5799.863505,3924.342992,32.317,66.524,M
9377.83694,5796.81122,3915.393918,39.602,40.807,3
9370.154207,5794.225695,3907.796385,43.964,92.168,3
9365.387965,5792.621677,3903.057381,45.8,57.6,1
9353.148364,5788.521752,3890.859062,46.52,71.58,M
9328.564816,5780.393561,3866.093092,36.723,66.273,M
9321.628662,5778.153244,3859.029577,45.174,51.1,1
9318.246005,5777.060676,3855.584809,49.138,59.423,1
9313.742484,5775.628524,3850.97752,52.175,97.576,M
9307.466321,5773.637608,3844.552099,35.815,69.539,M
9304.601116,5772.728712,3841.618755,33.254,58.922,3
9296.027998,5770.067566,3832.776859,45.391,58.77,M
9289.634277,5768.088378,3826.176621,40.399,73.281,M
9287.550255,5767.477738,3824.035054,45.404,101.657,1
9287.502392,5767.463832,3823.985903,53.36,49.116,M
9284.6443,5766.63348,3821.050903,49.742,93.14,M
9282.422099,5765.987871,3818.768906,39.613,53.201,1
9399.169241,5799.461943,3935.46024,39.968,33.982,3
9389.163409,5790.38543,3924.669687,41.576,21.078,1
9387.822071,5789.235764,3923.244211,42.125,24.116,M
9386.315282,5787.94429,3921.642905,48.912,30.95,3
9384.318048,5786.232453,3919.52039,52.324,10.814,3
9370.37571,5774.324143,3904.646566,54.828,31.405,3
9360.295659,5765.678951,3893.731272,36.228,26.266,M
9357.122645,5762.940078,3890.263686,58.514,20.074,1
9352.730309,5759.166598,3885.450317,23.994,32.014,M
9345.59002,5753.068215,3877.598973,83.519,61.345,1
9337.53865,5746.451425,3868.846864,56.349,34.084,1
9333.62254,5743.314029,3864.621413,50.171,31.724,M
9332.028636,5742.037071,3862.901602,38.71,2.668,M
9329.816052,5740.268402,3860.505728,48.769,11.458,3
9328.191429,5738.976119,3858.732734,41.567,17.964,1
9323.662719,5735.37382,3853.790435,38.539,7.424,M
9322.930746,5734.791583,3852.991614,39.336,18.526,M
9321.698889,5733.81172,3851.647256,57.984,67.031,M
9315.70033,5729.109381,3845.097064,31.928,17.262,M
9314.24086,5727.9773,3843.502718,38.723,27.379,M
9309.300195,5724.144928,3838.105463,31.533,31.657,3
9302.452267,5718.985958,3830.654101,44.546,41.037,3
9301.807847,5718.516039,3829.95589,51.219,51.015,M
9299.084259,5716.529965,3827.004961,32.689,35.334,M
9369.886883,5801.384729,3854.897642,44.784,58.789,M
9365.039928,5800.651696,3843.236073,42.835,82.194,M
9364.695085,5800.599543,3842.406396,47.799,84.013,1
9363.446884,5800.401326,3839.412205,54.264,54.059,M
9362.217359,5800.204388,3836.464411,42.881,81.487,1
9361.179948,5800.038222,3833.977211,47.128,69.535,M
9360.373073,5799.908982,3832.042721,42.542,88.448,3
9359.431718,5799.758201,3829.785817,42.789,85.976,M
9358.259828,5799.570495,3826.976202,44.095,347.147,3
9355.784783,5799.180637,3821.087073,38.059,83.193,M
9354.149703,5798.927513,3817.226704,37.262,70.747,3
9353.448955,5798.819032,3815.572261,47.405,69.857,M
9348.480417,5798.063134,3803.854594,30.606,66.655,1
9346.697337,5797.818882,3799.675663,42.214,69.617,1
9391.756365,5817.625964,3813.707705,41.111,76.661,M
9391.518054,5817.744262,3811.927476,45.746,72.706,1
9391.034814,5817.984145,3808.317568,52.798,94.601,M
9390.346362,5818.325895,3803.174686,54.62,90.749,1
9389.691008,5818.651216,3798.279057,46.793,79.486,1
9389.571853,5818.710365,3797.388943,41.843,80.169,1
9389.247058,5818.870592,3794.965867,39.517,59.48,M
9389.014477,5818.952953,3793.334419,39.281,57.179,M
9388.894663,5818.995381,3792.493976,43.543,50.834,1
9388.626842,5819.090222,3790.615339,41.872,77.94,1
9388.260351,5819.220003,3788.044573,43.548,106.46,1
9388.175776,5819.249953,3787.451319,38.164,94.359,M
9387.795189,5819.384726,3784.781676,41.905,76.044,1
9387.703566,5819.417171,3784.138985,41.914,76.059,1
9387.442793,5819.509515,3782.309786,41.943,76.291,M
9387.315931,5819.55444,3781.419905,47.664,84.098,1
9386.716858,5819.766582,3777.21769,47.224,78.541,3
9386.350367,5819.896364,3774.646924,48.338,93.518,1
9386.134212,5819.980234,3773.164964,42.487,81.647,3
9385.233679,5820.340422,3767.041296,42.591,82.376,1
9385.20463,5820.352041,3766.843758,37.493,81.855,1
9384.964972,5820.447897,3765.214073,38.543,95.729,M
9384.674477,5820.564086,3763.238696,38.572,95.823,M
9384.40577,5820.671562,3761.411473,38.341,91.66,3
